2025-08-26 12:08:22 [INFO] ==== New BLAST run started ====
2025-08-26 12:08:22 [INFO] Query FASTA: ../data/GR.fasta
2025-08-26 12:08:22 [INFO] Email: oakley@ucsb.edu
2025-08-26 12:08:22 [INFO] Max hits: 5
2025-08-26 12:08:22 [INFO] Output file (user-specified): ../data/GR_test_hits.fasta
2025-08-26 12:08:22 [INFO] Submitting BLAST for: BAC88139.1
2025-08-26 12:08:26 [INFO] Job ID: ncbiblast-R20250826-200823-0933-94662034-p1m
2025-08-26 12:08:28 [INFO] Status: RUNNING
2025-08-26 12:08:35 [INFO] Status: RUNNING
2025-08-26 12:08:42 [INFO] Status: RUNNING
2025-08-26 12:08:53 [INFO] Status: RUNNING
2025-08-26 12:09:00 [INFO] Status: RUNNING
2025-08-26 12:09:07 [INFO] Status: RUNNING
2025-08-26 12:09:15 [INFO] Status: RUNNING
2025-08-26 12:09:22 [INFO] Status: RUNNING
2025-08-26 12:09:29 [INFO] Status: RUNNING
2025-08-26 12:09:37 [INFO] Status: RUNNING
2025-08-26 12:09:44 [INFO] Status: RUNNING
2025-08-26 12:09:51 [INFO] Status: RUNNING
2025-08-26 12:09:59 [INFO] Status: RUNNING
2025-08-26 12:10:06 [INFO] Status: RUNNING
2025-08-26 12:10:13 [INFO] Status: RUNNING
2025-08-26 12:10:21 [INFO] Status: RUNNING
2025-08-26 12:10:28 [INFO] Status: RUNNING
2025-08-26 12:10:36 [INFO] Status: RUNNING
2025-08-26 12:10:43 [INFO] Status: RUNNING
2025-08-26 12:10:50 [INFO] Status: RUNNING
2025-08-26 12:10:58 [INFO] Status: RUNNING
2025-08-26 12:11:05 [INFO] Status: RUNNING
2025-08-26 12:11:12 [INFO] Status: RUNNING
2025-08-26 12:11:19 [INFO] Status: RUNNING
2025-08-26 12:11:27 [INFO] Status: RUNNING
2025-08-26 12:11:34 [INFO] Status: RUNNING
2025-08-26 12:11:42 [INFO] Status: RUNNING
2025-08-26 12:11:49 [INFO] Status: RUNNING
2025-08-26 12:11:57 [INFO] Status: RUNNING
2025-08-26 12:12:04 [INFO] Status: RUNNING
2025-08-26 12:12:12 [INFO] Status: RUNNING
2025-08-26 12:12:19 [INFO] Status: RUNNING
2025-08-26 12:12:27 [INFO] Status: RUNNING
2025-08-26 12:12:34 [INFO] Status: RUNNING
2025-08-26 12:12:41 [INFO] Status: RUNNING
2025-08-26 12:12:50 [INFO] Status: RUNNING
2025-08-26 12:12:58 [INFO] Status: RUNNING
2025-08-26 12:13:05 [INFO] Status: RUNNING
2025-08-26 12:13:12 [INFO] Status: RUNNING
2025-08-26 12:13:20 [INFO] Status: RUNNING
2025-08-26 12:13:27 [INFO] Status: RUNNING
2025-08-26 12:13:35 [INFO] Status: RUNNING
2025-08-26 12:13:42 [INFO] Status: RUNNING
2025-08-26 12:13:49 [INFO] Status: RUNNING
2025-08-26 12:13:57 [INFO] Status: RUNNING
2025-08-26 12:14:08 [INFO] Status: RUNNING
2025-08-26 12:14:18 [INFO] Status: RUNNING
2025-08-26 12:14:25 [INFO] Status: RUNNING
2025-08-26 12:14:33 [INFO] Status: RUNNING
2025-08-26 12:14:40 [INFO] Status: RUNNING
2025-08-26 12:14:47 [INFO] Status: RUNNING
2025-08-26 12:14:55 [INFO] Status: RUNNING
2025-08-26 12:15:02 [INFO] Status: RUNNING
2025-08-26 12:15:09 [INFO] Status: RUNNING
2025-08-26 12:15:17 [INFO] Status: RUNNING
2025-08-26 12:15:24 [INFO] Status: RUNNING
2025-08-26 12:15:31 [INFO] Status: RUNNING
2025-08-26 12:15:39 [INFO] Status: RUNNING
